RowId+30:30AA141:261:42AA141:261:54AA141:261:661:26,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,Report
BRFSS~2015~2015~29~Q43~TOC11~AGE~GENDER,2015,2015,MO,Missouri,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,37.9,37.9,,,34.1,42,,Age Group,50-64 years,Gender,Male,,,POINT (-92.56630005299968 38.635790776000476),C01,TOC11,Q43,,29,AGE,5064,GENDER,MALE,,,
BRFSS~2020~2020~9003~Q43~TOC11~AGE~OVERALL,2020,2020,SOU,South,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,43.1,43.1,,,42.3,43.8,,Age Group,Overall,,,,,,C01,TOC11,Q43,,9003,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2018~2018~18~Q03~TMC01~AGE~OVERALL,2018,2018,IN,Indiana,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,14.5,14.5,,,12.8,16.3,,Age Group,50-64 years,,,,,POINT (-86.14996019399968 39.766910452000445),C05,TMC01,Q03,,18,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2020~2020~56~Q27~TMC03~AGE~GENDER,2020,2020,WY,Wyoming,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,9.9,9.9,,,7.2,13.5,,Age Group,50-64 years,Gender,Male,,,POINT (-108.10983035299967 43.23554134300048),C05,TMC03,Q27,,56,AGE,5064,GENDER,MALE,,,
BRFSS~2020~2020~48~Q35~TOC03~AGE~GENDER,2020,2020,TX,Texas,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,6.9,6.9,,,5.2,8.6,,Age Group,50-64 years,Gender,Male,,,POINT (-99.42677020599967 31.827240407000488),C01,TOC03,Q35,,48,AGE,5064,GENDER,MALE,,,
BRFSS~2019~2019~04~Q03~TMC01~AGE~OVERALL,2019,2019,AZ,Arizona,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,10.7,10.7,,,9.5,12.1,,Age Group,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),C05,TMC01,Q03,,4,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2021~2021~9001~Q35~TOC03~AGE~GENDER,2021,2021,NRE,Northeast,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,6.3,6.3,,,5.9,6.6,,Age Group,Overall,Gender,Male,,,,C01,TOC03,Q35,,9001,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2020~2020~9003~Q27~TMC03~AGE~OVERALL,2020,2020,SOU,South,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,15,15,,,14.3,15.7,,Age Group,65 years or older,,,,,,C05,TMC03,Q27,,9003,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2020~2020~53~Q34~TOC09~AGE~GENDER,2020,2020,WA,Washington,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,73.3,73.3,,,71.5,75.1,,Age Group,Overall,Gender,Female,,,POINT (-120.47001078999972 47.52227862900048),C01,TOC09,Q34,,53,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2015~2015~66~Q43~TOC11~AGE~OVERALL,2015,2015,GU,Guam,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,40.9,40.9,,,31.8,50.7,,Age Group,65 years or older,,,,,POINT (144.793731 13.444304),C01,TOC11,Q43,,66,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2020~2020~9004~Q34~TOC09~AGE~OVERALL,2020,2020,WEST,West,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,67.3,67.3,,,65.2,69.4,,Age Group,50-64 years,,,,,,C01,TOC09,Q34,,9004,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2019~2019~66~Q35~TOC03~AGE~OVERALL,2019,2019,GU,Guam,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,7.2,7.2,,,5,9.4,,Age Group,Overall,,,,,POINT (144.793731 13.444304),C01,TOC03,Q35,,66,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2021~2021~9004~Q27~TMC03~AGE~GENDER,2021,2021,WEST,West,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,23,23,,,21.1,24.9,,Age Group,50-64 years,Gender,Female,,,,C05,TMC03,Q27,,9004,AGE,5064,GENDER,FEMALE,,,
BRFSS~2017~2017~17~Q43~TOC11~AGE~GENDER,2017,2017,IL,Illinois,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,36.5,36.5,,,33.4,39.7,,Age Group,Overall,Gender,Male,,,POINT (-88.99771017799969 40.48501028300046),C01,TOC11,Q43,,17,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2018~2018~04~Q34~TOC09~AGE~GENDER,2018,2018,AZ,Arizona,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,71.8,71.8,,,68.9,74.5,,Age Group,Overall,Gender,Female,,,POINT (-111.76381127699972 34.865970280000454),C01,TOC09,Q34,,4,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2020~2020~44~Q35~TOC03~AGE~OVERALL,2020,2020,RI,Rhode Island,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,6.1,6.1,,,5.3,6.8,,Age Group,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),C01,TOC03,Q35,,44,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2020~2020~9004~Q35~TOC03~AGE~GENDER,2020,2020,WEST,West,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,6.3,6.3,,,5.3,7.3,,Age Group,50-64 years,Gender,Male,,,,C01,TOC03,Q35,,9004,AGE,5064,GENDER,MALE,,,
BRFSS~2019~2019~01~Q43~TOC11~AGE~OVERALL,2019,2019,AL,Alabama,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,46.1,46.1,,,43.4,48.8,,Age Group,50-64 years,,,,,POINT (-86.63186076199969 32.84057112200048),C01,TOC11,Q43,,1,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2019~2019~18~Q43~TOC11~AGE~RACE,2019,2019,IN,Indiana,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,51,51,,,41,60.9,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.14996019399968 39.766910452000445),C01,TOC11,Q43,,18,AGE,65PLUS,RACE,BLK,,,
BRFSS~2020~2020~59~Q34~TOC09~AGE~GENDER,2020,2020,US,"United States, DC & Territories",BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,65.4,65.4,,,64.4,66.4,,Age Group,50-64 years,Gender,Male,,,,C01,TOC09,Q34,,59,AGE,5064,GENDER,MALE,,,
BRFSS~2017~2017~16~Q35~TOC03~AGE~GENDER,2017,2017,ID,Idaho,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,6.7,6.7,,,5.6,7.7,,Age Group,Overall,Gender,Male,,,POINT (-114.3637300419997 43.682630005000476),C01,TOC03,Q35,,16,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2020~2020~19~Q34~TOC09~AGE~GENDER,2020,2020,IA,Iowa,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,70.2,70.2,,,67.2,73.1,,Age Group,50-64 years,Gender,Female,,,POINT (-93.81649055599968 42.46940091300047),C01,TOC09,Q34,,19,AGE,5064,GENDER,FEMALE,,,
BRFSS~2021~2021~21~Q43~TOC11~AGE~GENDER,2021,2021,KY,Kentucky,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,41.6,41.6,,,38.2,45,,Age Group,Overall,Gender,Male,,,POINT (-84.77497104799966 37.645970271000465),C01,TOC11,Q43,,21,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2016~2016~23~Q08~TOC01~AGE~OVERALL,2016,2016,ME,Maine,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,4.9,4.9,,,4.4,5.3,,Age Group,65 years or older,,,,,POINT (-68.98503133599962 45.254228894000505),C01,TOC01,Q08,,23,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2016~2016~27~Q03~TMC01~AGE~OVERALL,2016,2016,MN,Minnesota,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,7,7,,,6.4,7.6,,Age Group,Overall,,,,,POINT (-94.79420050299967 46.35564873600049),C05,TMC01,Q03,,27,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2021~2021~56~Q27~TMC03~AGE~GENDER,2021,2021,WY,Wyoming,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,10,10,,,7.3,13.5,,Age Group,65 years or older,Gender,Male,,,POINT (-108.10983035299967 43.23554134300048),C05,TMC03,Q27,,56,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2020~2020~9003~Q43~TOC11~AGE~RACE,2020,2020,SOU,South,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,42.8,42.8,,,36.5,49.3,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,,C01,TOC11,Q43,,9003,AGE,65PLUS,RACE,HIS,,,
BRFSS~2020~2020~9004~Q08~TOC01~AGE~GENDER,2020,2020,WEST,West,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,4.1,4.1,,,3.5,4.8,,Age Group,65 years or older,Gender,Male,,,,C01,TOC01,Q08,,9004,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2017~2017~16~Q43~TOC11~AGE~GENDER,2017,2017,ID,Idaho,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,47,47,,,43.8,50.2,,Age Group,Overall,Gender,Female,,,POINT (-114.3637300419997 43.682630005000476),C01,TOC11,Q43,,16,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2020~2020~9001~Q43~TOC11~AGE~RACE,2020,2020,NRE,Northeast,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,36.5,36.5,,,33.4,39.7,,Age Group,Overall,Race/Ethnicity,Hispanic,,,,C01,TOC11,Q43,,9001,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2020~2020~9001~Q21~TAC03~AGE~OVERALL,2020,2020,NRE,Northeast,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,13.5,13.5,,,12.7,14.4,,Age Group,50-64 years,,,,,,C04,TAC03,Q21,,9001,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2020~2020~48~Q27~TMC03~AGE~GENDER,2020,2020,TX,Texas,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,21,21,,,18.3,24,,Age Group,Overall,Gender,Female,,,POINT (-99.42677020599967 31.827240407000488),C05,TMC03,Q27,,48,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2020~2020~53~Q43~TOC11~AGE~OVERALL,2020,2020,WA,Washington,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,33.6,33.6,,,31.6,35.6,,Age Group,50-64 years,,,,,POINT (-120.47001078999972 47.52227862900048),C01,TOC11,Q43,,53,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2020~2020~29~Q34~TOC09~AGE~GENDER,2020,2020,MO,Missouri,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,72.9,72.9,,,70.5,75.2,,Age Group,Overall,Gender,Male,,,POINT (-92.56630005299968 38.635790776000476),C01,TOC09,Q34,,29,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2020~2020~9003~Q05~TOC06~AGE~RACE,2020,2020,SOU,South,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,7.4,7.4,,,5.4,10.2,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,,C01,TOC06,Q05,,9003,AGE,5064,RACE,HIS,,,
BRFSS~2016~2021~9002~Q39~TGC04~AGE~RACE,2016,2021,MDW,Midwest,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,,%,PRCTG,Percentage,39.2,39.2,,,21.1,60.8,,Age Group,Overall,Race/Ethnicity,Hispanic,,,,C07,TGC04,Q39,,9002,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2021~2021~45~Q27~TMC03~AGE~OVERALL,2021,2021,SC,South Carolina,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,14.6,14.6,,,13.2,16.1,,Age Group,65 years or older,,,,,POINT (-81.04537120699968 33.998821303000454),C05,TMC03,Q27,,45,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2016~2016~12~Q34~TOC09~AGE~OVERALL,2016,2016,FL,Florida,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,63.7,63.7,,,61.7,65.7,,Age Group,50-64 years,,,,,POINT (-81.92896053899966 28.932040377000476),C01,TOC09,Q34,,12,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2021~2021~9004~Q02~TNC02~AGE~GENDER,2021,2021,WEST,West,BRFSS,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,,%,PRCTG,Percentage,12.1,12.1,,,10.3,14.2,,Age Group,65 years or older,Gender,Male,,,,C02,TNC02,Q02,,9004,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2019~2019~9002~Q08~TOC01~AGE~RACE,2019,2019,MDW,Midwest,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,10.8,10.8,,,8.3,13.2,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,,C01,TOC01,Q08,,9002,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2020~2020~27~Q43~TOC11~AGE~OVERALL,2020,2020,MN,Minnesota,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,28.4,28.4,,,26.9,30,,Age Group,50-64 years,,,,,POINT (-94.79420050299967 46.35564873600049),C01,TOC11,Q43,,27,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2019~2019~20~Q03~TMC01~AGE~GENDER,2019,2019,KS,Kansas,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,6.9,6.9,,,5.8,8.1,,Age Group,Overall,Gender,Male,,,POINT (-98.20078122699965 38.34774030000045),C05,TMC01,Q03,,20,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2017~2017~06~Q03~TMC01~AGE~GENDER,2017,2017,CA,California,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,6.7,6.7,,,4.9,9,,Age Group,65 years or older,Gender,Male,,,POINT (-120.99999953799971 37.63864012300047),C05,TMC01,Q03,,6,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2017~2017~04~Q35~TOC03~AGE~OVERALL,2017,2017,AZ,Arizona,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,7,7,,,6.6,7.4,,Age Group,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),C01,TOC03,Q35,,4,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2020~2020~17~Q03~TMC01~AGE~GENDER,2020,2020,IL,Illinois,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,8.1,8.1,,,5.9,11.2,,Age Group,Overall,Gender,Male,,,POINT (-88.99771017799969 40.48501028300046),C05,TMC01,Q03,,17,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2016~2016~12~Q03~TMC01~AGE~GENDER,2016,2016,FL,Florida,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,11.2,11.2,,,9.5,13.2,,Age Group,50-64 years,Gender,Male,,,POINT (-81.92896053899966 28.932040377000476),C05,TMC01,Q03,,12,AGE,5064,GENDER,MALE,,,
BRFSS~2021~2021~9001~Q03~TMC01~AGE~GENDER,2021,2021,NRE,Northeast,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,7.3,7.3,,,6.4,8.4,,Age Group,65 years or older,Gender,Male,,,,C05,TMC01,Q03,,9001,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2020~2020~04~Q43~TOC11~AGE~GENDER,2020,2020,AZ,Arizona,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,53.8,53.8,,,50.3,57.2,,Age Group,65 years or older,Gender,Female,,,POINT (-111.76381127699972 34.865970280000454),C01,TOC11,Q43,,4,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2018~2018~29~Q34~TOC09~AGE~GENDER,2018,2018,MO,Missouri,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,71.7,71.7,,,68.7,74.6,,Age Group,Overall,Gender,Male,,,POINT (-92.56630005299968 38.635790776000476),C01,TOC09,Q34,,29,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2021~2021~9001~Q03~TMC01~AGE~GENDER,2021,2021,NRE,Northeast,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,8.6,8.6,,,8,9.3,,Age Group,Overall,Gender,Male,,,,C05,TMC01,Q03,,9001,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2021~2021~44~Q43~TOC11~AGE~GENDER,2021,2021,RI,Rhode Island,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,53,53,,,48.4,57.5,,Age Group,65 years or older,Gender,Male,,,POINT (-71.52247031399963 41.70828019300046),C01,TOC11,Q43,,44,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2018~2018~04~Q27~TMC03~AGE~OVERALL,2018,2018,AZ,Arizona,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,19.8,19.8,,,17.3,22.7,,Age Group,50-64 years,,,,,POINT (-111.76381127699972 34.865970280000454),C05,TMC03,Q27,,4,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2020~2020~9003~Q05~TOC06~AGE~RACE,2020,2020,SOU,South,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,7.9,7.9,,,6.8,9.1,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,,C01,TOC06,Q05,,9003,AGE,5064,RACE,BLK,,,
BRFSS~2018~2018~30~Q34~TOC09~AGE~GENDER,2018,2018,MT,Montana,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,72.9,72.9,,,69.9,75.8,,Age Group,Overall,Gender,Male,,,POINT (-109.42442064499971 47.06652897200047),C01,TOC09,Q34,,30,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2018~2018~20~Q34~TOC09~AGE~RACE,2018,2018,KS,Kansas,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,70.4,70.4,,,59.6,79.2,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-98.20078122699965 38.34774030000045),C01,TOC09,Q34,,20,AGE,5064,RACE,HIS,,,
BRFSS~2017~2017~28~Q03~TMC01~AGE~GENDER,2017,2017,MS,Mississippi,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,9,9,,,7,11.5,,Age Group,65 years or older,Gender,Female,,,POINT (-89.53803082499968 32.745510099000455),C05,TMC01,Q03,,28,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2021~2021~21~Q43~TOC11~AGE~OVERALL,2021,2021,KY,Kentucky,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,49.2,49.2,,,46.9,51.6,,Age Group,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),C01,TOC11,Q43,,21,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2019~2019~28~Q03~TMC01~AGE~GENDER,2019,2019,MS,Mississippi,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,16.7,16.7,,,12.9,21.2,,Age Group,50-64 years,Gender,Male,,,POINT (-89.53803082499968 32.745510099000455),C05,TMC01,Q03,,28,AGE,5064,GENDER,MALE,,,
BRFSS~2020~2020~9001~Q34~TOC09~AGE~OVERALL,2020,2020,NRE,Northeast,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,72.2,72.2,,,71.1,73.3,,Age Group,65 years or older,,,,,,C01,TOC09,Q34,,9001,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2020~2020~04~Q35~TOC03~AGE~GENDER,2020,2020,AZ,Arizona,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,6.1,6.1,,,5.3,7,,Age Group,50-64 years,Gender,Female,,,POINT (-111.76381127699972 34.865970280000454),C01,TOC03,Q35,,4,AGE,5064,GENDER,FEMALE,,,
BRFSS~2020~2020~38~Q03~TMC01~AGE~GENDER,2020,2020,ND,North Dakota,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,8.1,8.1,,,5.3,12.2,,Age Group,50-64 years,Gender,Male,,,POINT (-100.11842104899966 47.47531977900047),C05,TMC01,Q03,,38,AGE,5064,GENDER,MALE,,,
BRFSS~2015~2015~01~Q35~TOC03~AGE~GENDER,2015,2015,AL,Alabama,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,8,8,,,6.7,9.3,,Age Group,50-64 years,Gender,Male,,,POINT (-86.63186076199969 32.84057112200048),C01,TOC03,Q35,,1,AGE,5064,GENDER,MALE,,,
BRFSS~2021~2021~30~Q27~TMC03~AGE~GENDER,2021,2021,MT,Montana,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,23.3,23.3,,,21.2,25.7,,Age Group,Overall,Gender,Female,,,POINT (-109.42442064499971 47.06652897200047),C05,TMC03,Q27,,30,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2020~2020~36~Q34~TOC09~AGE~GENDER,2020,2020,NY,New York,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,65.1,65.1,,,62.2,67.8,,Age Group,50-64 years,Gender,Female,,,POINT (-75.54397042699964 42.82700103200045),C01,TOC09,Q34,,36,AGE,5064,GENDER,FEMALE,,,
